ds,yhat,yhat_lower,yhat_upper,Store
2013-01-02,5886.532842132633,4608.215928740978,7082.686921725787,591
2013-01-03,5801.405607077452,4601.322082058019,7184.39115876959,591
2013-01-04,6591.808379862955,5356.9141158789425,7934.885062703775,591
2013-01-05,4385.5955052548325,3107.587594267726,5698.0578071403825,591
2013-01-07,6587.052095447132,5349.967759475552,7883.987118035429,591
2013-01-08,5670.7546534922085,4463.559876092224,6853.714342225452,591
2013-01-09,5472.56677579607,4157.996293483425,6700.963049892982,591
2013-01-10,5419.273744229409,4152.123547111211,6659.561354583889,591
2013-01-11,6241.305329206355,5045.376096317931,7458.276959967574,591
2013-01-12,4065.9150104426726,2810.516093818033,5252.530807946468,591
2013-01-14,6324.621917293587,5001.278670775641,7585.1544200640965,591
2013-01-15,5434.004455025719,4215.077714491124,6570.858748150242,591
2013-01-16,5259.2049844992725,4074.0104665303093,6516.638956774021,591
2013-01-17,5226.892466571943,3921.381677553707,6499.60087820939,591
2013-01-18,6067.4812288456005,4896.663200818434,7276.606436893823,591
2013-01-19,3908.304172306829,2560.542816699032,5133.48184717962,591
2013-01-21,6193.142677778063,4892.704881604218,7451.020628238177,591
2013-01-22,5312.98579551146,4117.179888603198,6641.96120955541,591
2013-01-23,5147.359360663889,3880.511166642947,6378.0609201335865,591
2013-01-24,5123.311766874644,3880.8016021525477,6441.056951727066,591
2013-01-25,5971.651098686254,4761.621775224091,7231.652304611919,591
2013-01-26,3820.1018463474124,2617.3212086713124,5114.637564404227,591
2013-01-28,6121.288328438599,4916.887457286285,7403.747952381118,591
2013-01-29,5250.485710856049,3986.875124478028,6527.523833445599,591
2013-01-30,5095.333915969892,3927.4338234221295,6426.484921571395,591
2013-01-31,5083.049476414202,3791.8547797220144,6270.595399497897,591
2013-02-01,5944.534364893978,4719.314808523201,7119.338779680548,591
2013-02-02,3807.528650869809,2552.14246981249,5065.480353418138,591
2013-02-04,6141.662434671404,4829.515008675098,7331.538685320953,591
2013-02-05,5288.906356835477,4109.97298146833,6541.752257641409,591
2013-02-06,5152.496055742328,3931.3222834421204,6502.393428741805,591
2013-02-07,5159.309114785776,3878.737155294278,6383.787493092496,591
2013-02-08,6039.862899799819,4849.496081247359,7195.72470762813,591
2013-02-09,3921.4803282730586,2728.9322842645897,5212.141686714102,591
2013-02-11,6289.778659873755,4925.67827106855,7587.136108457456,591
2013-02-12,5451.699428131845,4270.324981672841,6734.8329891228,591
2013-02-13,5327.821633172687,4092.0087823106674,6589.241509634845,591
2013-02-14,5344.666049196779,4131.1207880285965,6551.658372260127,591
2013-02-15,6232.44831779675,5018.837507128438,7467.586920260252,591
2013-02-16,4118.256294699617,2859.825598597203,5345.380723869279,591
2013-02-18,6485.269973791684,5198.588852553756,7771.83848410612,591
2013-02-19,5641.65276977111,4389.817801475453,6933.133879562406,591
2013-02-20,5509.08001421441,4106.843882393972,6846.513520425849,591
2013-02-21,5514.263993345341,4258.591241526327,6797.992120971055,591
2013-02-22,6387.697011785987,5195.00705069613,7620.702075037907,591
2013-02-23,4256.8222084470035,2986.1841453578745,5576.0209679863065,591
2013-02-25,6585.2272050461215,5406.296441836921,7799.665261688929,591
2013-02-26,5720.694952313963,4563.878210059311,6994.503415508091,591
2013-02-27,5566.867139057384,4333.152877366583,6795.879605847302,591
2013-02-28,5551.027909489232,4259.607753615449,6816.073777132192,591
2013-03-01,6404.238844956405,5272.813351344505,7647.627948685579,591
2013-03-02,4254.493070508713,3035.7770208006077,5514.801831970519,591
2013-03-04,6551.215984554729,5372.063784951009,7862.94145612514,591
2013-03-05,5674.734323850998,4380.563396721683,6904.316931147715,591
2013-03-06,5512.005381196465,4271.7483561557265,6727.484056334302,591
2013-03-07,5490.547122835567,4194.927141393011,6798.941312510118,591
2013-03-08,6341.560215409135,5147.2842712358515,7600.330167483353,591
2013-03-09,4193.0774245888915,2928.5275308510386,5386.042564506488,591
2013-03-11,6502.362497016537,5365.256327396152,7809.142498633333,591
2013-03-12,5636.761142482601,4390.624722068822,6900.092368098305,591
2013-03-13,5487.546940145133,4265.246022738538,6714.189394011859,591
2013-03-14,5481.813078910645,4199.157950341384,6645.835581041794,591
2013-03-15,6350.268837781665,5166.475479343169,7621.878123988593,591
2013-03-16,4220.40326614661,2868.8306954813493,5535.51664588929,591
2013-03-18,6568.106667325642,5258.8858394816025,7840.110750794675,591
2013-03-19,5721.10607178597,4491.689062786059,6911.247452565548,591
2013-03-20,5589.302174339965,4325.98468894585,6913.058487846297,591
2013-03-21,5599.2375469308145,4376.738440136623,6883.328004891193,591
2013-03-22,6481.12137635493,5194.306567843388,7699.862458557312,591
2013-03-23,4362.0083242270875,3053.171593900771,5620.783202341111,591
2013-03-25,6721.85855055829,5447.254917240203,7915.736827254307,591
2013-03-26,5875.819838725945,4553.57364234323,7211.7768642819665,591
2013-03-27,5741.451257939299,4467.2946396034995,6981.3402725864025,591
2013-03-28,5745.338386319189,4409.693283890068,7039.23752002843,591
2013-03-30,4486.257221255665,3239.697033685982,5714.212338667853,591
2013-04-02,5948.0065664145195,4783.965725850307,7271.069774012844,591
2013-04-03,5793.05444383589,4516.203155245575,7091.861034152482,591
2013-04-04,5775.7058795229195,4477.7379826622555,7017.473172878413,591
2013-04-05,6626.941423827949,5428.117775811724,7879.625920456619,591
2013-04-06,4474.693219161976,3269.4331563969604,5764.222693595555,591
2013-04-08,6764.695517525059,5449.475901788676,7938.980979638884,591
2013-04-09,5883.985204909216,4605.141085674504,7193.935898144135,591
2013-04-10,5716.479504539114,4395.145139494753,6889.795574385862,591
2013-04-11,5689.746494922044,4421.727548014002,6807.860050227617,591
2013-04-12,6535.05659468217,5301.286441068789,7765.1052187631485,591
2013-04-13,4380.529596242621,3158.076034820722,5604.94069054134,591
2013-04-15,6677.119181607137,5524.350965516634,7972.415572133434,591
2013-04-16,5805.098597891261,4413.9166413815165,7130.479306066015,591
2013-04-17,5649.580333237418,4422.991268675086,6956.736230268287,591
2013-04-18,5637.779669704479,4338.720991304163,6778.635486680037,591
2013-04-19,6500.5229959377375,5253.537093792335,7737.137094010023,591
2013-04-20,4365.407458996827,3111.2997335291993,5552.305954088585,591
2013-04-22,6704.36324271749,5581.304316967266,7970.675640721998,591
2013-04-23,5854.003837941164,4569.779707292372,7092.706779294988,591
2013-04-24,5719.575871164915,4488.987894261488,6907.515289349819,591
2013-04-25,5727.636596839815,4487.427913880516,6960.27967372421,591
2013-04-26,6608.385335212144,5293.150332713083,7919.7336307704745,591
2013-04-27,4488.841981889607,3272.5272443348085,5673.362268019629,591
2013-04-29,6849.685651320351,5608.211284897751,8121.093292643575,591
2013-04-30,6004.884149564915,4760.464951427538,7253.676842854077,591
