ds,yhat,yhat_lower,yhat_upper,Store
2013-01-02,7504.146014167254,5964.319721840518,9060.102094110098,721
2013-01-03,7543.130664408819,5979.210682229673,9105.6624361803,721
2013-01-04,8203.291045143387,6708.092151680967,9740.660848912798,721
2013-01-05,7663.519813960793,6165.775060869821,9253.625967635373,721
2013-01-07,7579.361464373655,6029.880652016142,9063.783080382991,721
2013-01-08,6700.790627979071,5102.709825479543,8216.211677056728,721
2013-01-09,6648.772583451948,5090.715052508645,8170.2517164277515,721
2013-01-10,6768.048719425995,5270.109704120774,8353.82553288103,721
2013-01-11,7511.584458059507,6043.973433948429,9088.245286635072,721
2013-01-12,7056.79286678293,5526.474222913986,8613.060306307687,721
2013-01-14,7141.786739728911,5636.015606513854,8630.486282068438,721
2013-01-15,6344.8086341813505,4923.319704424782,7921.357538537874,721
2013-01-16,6370.873747510196,4817.343804582642,7945.689845724208,721
2013-01-17,6563.759844252908,4892.877778921872,8062.662704669999,721
2013-01-18,7375.626087051493,5881.024726260704,8868.882021074462,721
2013-01-19,6983.2445887051645,5310.619481504083,8572.433865638497,721
2013-01-21,7173.575972003988,5559.895979346674,8658.842553597759,721
2013-01-22,6419.078380888544,4883.745473992384,7921.744001531318,721
2013-01-23,6480.795427309117,5024.5697251956035,7990.55660688079,721
2013-01-24,6702.656627914559,5183.109057809861,8305.459037853569,721
2013-01-25,7537.098251913948,5953.045607369774,9040.77352571464,721
2013-01-26,7161.277179825909,5665.072150221136,8764.29287762464,721
2013-01-28,7368.644747502871,5869.201432097856,8904.43803916479,721
2013-01-29,6615.752084523326,5075.213357788785,8169.071011831629,721
2013-01-30,6675.276243075254,5075.6934921526345,8307.200293843092,721
2013-01-31,6891.768776548744,5373.4046866404,8402.909607106847,721
2013-02-01,7718.276963462388,6172.601393497822,9200.737475919113,721
2013-02-02,7332.541407301111,5752.541550063546,8897.758602225078,721
2013-02-04,7516.254179509589,5926.776732209113,8992.286400472398,721
2013-02-05,6750.539844816504,5399.536019800857,8209.574059596702,721
2013-02-06,6797.084432116883,5413.781500582155,8333.236871523692,721
2013-02-07,7000.732132760325,5471.914696467653,8521.135742670007,721
2013-02-08,7814.753650010388,6246.928629723093,9278.62538444085,721
2013-02-09,7417.046638761989,5910.2079983946205,9006.567291729702,721
2013-02-11,7578.691958146683,6054.708658790663,9160.95123291461,721
2013-02-12,6802.920866272708,5222.593106244698,8310.398683668462,721
2013-02-13,6840.021502819509,5313.289532766919,8423.910139955387,721
2013-02-14,7034.776667242704,5525.6182521055125,8563.754348749806,721
2013-02-15,7840.383011681607,6333.13849185991,9378.918721484442,721
2013-02-16,7434.662436108278,5960.544430336219,8892.226930995495,721
2013-02-18,7581.2345544533955,6138.358537863144,9077.516023421314,721
2013-02-19,6798.330594910909,5204.7962384026005,8292.363269210966,721
2013-02-20,6828.567259488676,5289.338452723121,8491.233955392348,721
2013-02-21,7016.7705849886825,5416.370964549,8498.082245005464,721
2013-02-22,7816.217885268816,6217.834041793046,9324.584537026172,721
2013-02-23,7404.848819349394,5872.653511823633,8891.815562239326,721
2013-02-25,7542.294984008042,5978.52686578304,9170.6875267805,721
2013-02-26,6756.30172061536,5182.057755751851,8365.94624317796,721
2013-02-27,6784.721313280393,5293.785945081569,8353.941277943099,721
2013-02-28,6972.606849198248,5374.175996264017,8456.252643980388,721
2013-03-01,7773.458136657738,6171.966164344828,9359.606479057791,721
2013-03-02,7365.421791504192,5744.719264833157,8875.684605755669,721
2013-03-04,7516.0034737220485,5986.966736642813,9078.249679203045,721
2013-03-05,6740.051416556581,5249.083780843196,8205.48562321547,721
2013-03-06,6780.898928482358,5347.741382848356,8312.066353679884,721
2013-03-07,6983.574826023657,5405.197249967984,8407.930434157672,721
2013-03-08,7801.4857418040765,6244.3367301379285,9254.857304606474,721
2013-03-09,7412.6129825015705,5974.056370228271,8980.110718951888,721
2013-03-11,7606.809038730575,5991.273155842309,9207.742087659724,721
2013-03-12,6854.621031380273,5395.7860472501425,8329.900996189028,721
2013-03-13,6919.973760871553,5268.418482198837,8356.378042666513,721
2013-03-14,7147.406492844373,5648.814455092948,8679.667648988041,721
2013-03-15,7989.795511762712,6438.915414752235,9531.640196241213,721
2013-03-16,7624.563821594133,6070.814192560522,9119.432075421992,721
2013-03-18,7861.244850029029,6253.128659524965,9401.601447762352,721
2013-03-19,7126.777986011205,5605.382518338843,8698.24597839658,721
2013-03-20,7206.801353508205,5689.224203512642,8710.646263671277,721
2013-03-21,7445.3849228291365,6055.359785194473,9005.171652388863,721
2013-03-22,8294.999972734733,6869.9973028018085,9884.841592278834,721
2013-03-23,7932.742253543175,6349.547176180813,9474.19615160237,721
2013-03-25,8161.76254676564,6577.455776453712,9720.9036544862,721
2013-03-26,7416.488827120098,5713.07796862859,9010.754859142555,721
2013-03-27,7481.12002226989,5908.53572930806,8960.855178311616,721
2013-03-28,7699.9138850351,6230.917363954258,9330.664706863003,721
2013-03-30,8135.790806568549,6541.957855833479,9655.186953019558,721
