ds,yhat,yhat_lower,yhat_upper,Store
2013-01-02,5707.179562986785,4096.310849976312,7206.157383675691,514
2013-01-03,5559.389714037094,3977.828182146986,7108.973856192567,514
2013-01-04,5796.392288286922,4170.128180538194,7294.3198735283695,514
2013-01-05,4718.359237933596,3014.7977647282687,6216.540242648896,514
2013-01-07,6571.3009842186675,5125.777845877699,8079.133192207321,514
2013-01-08,5559.028083966555,3983.6216528359496,7141.318324826347,514
2013-01-09,5199.748056989145,3670.2455546376655,6772.804916497988,514
2013-01-10,5094.615943592092,3587.006654567751,6619.329263148313,514
2013-01-11,5376.0089176187585,3811.4326936982366,6878.284947165065,514
2013-01-12,4343.069686696336,2847.09819207769,5979.257995237586,514
2013-01-14,6284.523411993887,4776.960232343598,7890.499573824004,514
2013-01-15,5313.996810103338,3746.3552407859365,6961.9903361273045,514
2013-01-16,4993.852141348776,3450.327265633681,6736.970208967299,514
2013-01-17,4924.689406660122,3314.3732348228186,6595.356364768335,514
2013-01-18,5238.456766980367,3649.6004584624334,6787.266754948464,514
2013-01-19,4233.995718575226,2698.9810575760102,5789.757785746855,514
2013-01-21,6220.136946145714,4603.897851520919,7950.351926448959,514
2013-01-22,5265.823094182953,3584.962735810139,6755.004802882894,514
2013-01-23,4957.982571649646,3366.0477481512185,6534.720055554526,514
2013-01-24,4897.463094209202,3304.7695410078154,6485.703916587067,514
2013-01-25,5216.533944580513,3684.6860527303,6773.472840155636,514
2013-01-26,4214.415088016592,2642.5394194773435,5748.501324023252,514
2013-01-28,6198.057311179629,4697.053119869312,7869.18470394372,514
2013-01-29,5239.796070175589,3637.097832270696,6727.847179985917,514
2013-01-30,4926.80288256948,3452.996030911999,6593.814568240234,514
2013-01-31,4860.346961792176,3311.154239223397,6377.603775525985,514
2013-02-01,5173.085388097384,3564.9677028419396,6734.508726875954,514
2013-02-02,4164.582194014635,2569.4293673915613,5787.956591742975,514
2013-02-04,6136.413844787217,4526.192505457178,7629.438818567265,514
2013-02-05,5173.138895718083,3665.3197359770575,6874.935312643417,514
2013-02-06,4855.9022091334855,3241.5590942621247,6481.170220213743,514
2013-02-07,4786.03252157118,3225.676823126009,6453.112529123876,514
2013-02-08,5096.1933382961015,3498.6410895101358,6778.585487096069,514
2013-02-09,4085.9082869522053,2474.5695695227455,5655.716116042518,514
2013-02-11,6056.216155001942,4440.750453483671,7669.824178921356,514
2013-02-12,5092.9608936838495,3509.362364219861,6573.315822727279,514
2013-02-13,4776.083136515814,3132.996046251955,6344.111891537956,514
2013-02-14,4706.773577520583,3185.7484794993625,6288.471710277797,514
2013-02-15,5017.56827027129,3562.150561154525,6599.323236731122,514
2013-02-16,4007.8830261655075,2449.219874654794,5583.356802880133,514
2013-02-18,5979.000871266397,4462.889974856693,7484.294936819534,514
2013-02-19,5015.901337356126,3442.7285598785975,6606.363072560014,514
2013-02-20,4699.043684162212,3128.2855000885434,6195.567241083922,514
2013-02-21,4629.693682534804,3026.0153039151846,6286.382466147438,514
