ds,yhat,yhat_lower,yhat_upper,Store
2013-01-02,7941.56428494638,5314.969287673381,10528.094400507835,822
2013-01-03,7628.357948913699,5099.485204115399,10217.58574790916,822
2013-01-04,7869.8229403987725,5267.974242223945,10327.864175786865,822
2013-01-05,7551.443307392696,5096.94578141321,10230.07156018171,822
2013-01-07,9054.749033481577,6597.850599289094,11554.76776578058,822
2013-01-08,7120.632239401062,4714.592945543081,9460.382034330476,822
2013-01-09,6840.2895671350625,4288.129887689015,9311.634336406672,822
2013-01-10,6620.143370846448,4198.716644559841,9150.57483672296,822
2013-01-11,6959.371637973531,4429.732616090633,9639.905684662424,822
2013-01-12,6741.705614204172,4383.48804929388,9215.229403909634,822
2013-01-14,8448.555673347724,5983.012816053128,10789.527667251967,822
2013-01-15,6614.135860883862,4040.6275138682477,9274.170428992717,822
2013-01-16,6430.227217354075,4138.487119224545,8872.187694150083,822
2013-01-17,6302.032721280555,3821.493985022539,8672.402804707386,822
2013-01-18,6727.682882394635,4163.482404418873,9167.291585798203,822
2013-01-19,6590.043937163975,3938.617631340948,9070.21810778194,822
2013-01-21,8435.244187925186,5878.922495672329,10947.026201105637,822
2013-01-22,6658.355072916982,4201.698671256587,9298.250190312016,822
2013-01-23,6523.985000029281,4075.8918375586036,8951.212939663976,822
2013-01-24,6437.372955147768,4081.7482401608704,9083.676117470532,822
2013-01-25,6896.833866914577,4427.252962167112,9371.556141062792,822
2013-01-26,6785.548712503826,4129.051615380144,9309.200805754552,822
2013-01-28,8662.874815537538,6134.356834985952,11294.033670290315,822
2013-01-29,6892.85309580996,4419.717287288578,9380.471547518076,822
2013-01-30,6760.040682085169,4273.360338054486,9324.532758473184,822
2013-01-31,6670.328152724046,4079.5086207553845,9210.460137969732,822
2013-02-01,7122.687306060587,4593.905071695803,9666.561706770835,822
2013-02-02,7000.943700635486,4472.04214609235,9613.200415900337,822
2013-02-04,8849.710931893507,6421.073266429154,11303.353594489481,822
2013-02-05,7062.692809937067,4626.4111323740235,9593.629028435369,822
2013-02-06,6911.718846943766,4327.1382496089855,9461.300731277222,822
2013-02-07,6803.089693537168,4342.148190430586,9287.27382723707,822
2013-02-08,7236.125908087734,4761.533222919359,9801.237690800623,822
2013-02-09,7094.94225920027,4663.970573202326,9813.773353102957,822
2013-02-11,8905.364023777542,6293.574808604586,11306.729707184166,822
2013-02-12,7099.768081121429,4511.659208271017,9725.072304641373,822
2013-02-13,6930.771056751794,4438.366095912646,9408.392258571233,822
2013-02-14,6804.761019391002,4264.5076665798015,9392.85574475322,822
2013-02-15,7221.1325942443245,4634.228458868219,9928.023615302705,822
2013-02-16,7064.0706290185535,4547.159616666222,9843.62613232537,822
2013-02-18,8845.40536993878,6385.51148507249,11266.80622962281,822
2013-02-19,7026.791791176469,4470.233702729169,9634.518772937707,822
2013-02-20,6845.955434026853,4418.448224045561,9219.219764093232,822
2013-02-21,6709.43439523569,4343.718509847932,8997.960490518406,822
2013-02-22,7116.796962025397,4587.27633436394,9583.126075108803,822
