ds,yhat,yhat_lower,yhat_upper,Store
2013-01-02,3462.6113605912683,2367.530069136612,4451.8518305867465,797
2013-01-03,3235.0462330526225,2183.834714549597,4294.576383420853,797
2013-01-04,3634.338257866219,2606.826338748644,4686.358031144156,797
2013-01-05,3525.3832912045436,2496.3265581019878,4541.934544092922,797
2013-01-07,4086.24260961453,3060.821106787886,5167.774938621133,797
2013-01-08,3411.8057261042245,2461.309892785109,4493.690240172709,797
2013-01-09,3238.08878628829,2181.1534524242184,4238.991288285183,797
2013-01-10,3002.8655127778443,1924.3647202683037,3993.614780553023,797
2013-01-11,3396.900863632405,2334.9409306496264,4406.46556326818,797
2013-01-12,3285.1038946199155,2323.348504869108,4304.8365979519895,797
2013-01-14,3847.46512981801,2828.587892570865,4867.499906746646,797
2013-01-15,3177.284674869539,2241.0313332520077,4153.158173593564,797
2013-01-16,3010.0620205432215,1977.3683490655023,4132.159430516198,797
2013-01-17,2783.464871992046,1682.0514459806448,3815.559443630401,797
2013-01-18,3188.126349753026,2193.155607857132,4233.291441953033,797
2013-01-19,3088.797889200727,2027.0090009141322,4106.433391271428,797
2013-01-21,3680.867463811541,2602.883774240153,4646.476494045973,797
2013-01-22,3027.4899870559802,1896.8061140733134,4119.309612682151,797
2013-01-23,2878.04289694127,1809.264388754671,3905.6046949656075,797
2013-01-24,2669.9264500880204,1721.1069597941103,3729.2459812829343,797
2013-01-25,3093.492476255736,1999.6249202128683,4130.306772280506,797
2013-01-26,3013.20144958445,1940.2826192661569,3970.676421806633,797
2013-01-28,3642.5612040221413,2586.4615305988086,4632.485797425056,797
2013-01-29,3006.8510401119524,1914.7995469587013,4049.29126144287,797
2013-01-30,2874.0446957744425,1835.8540766254064,3938.472915760321,797
2013-01-31,2681.281932601699,1615.1708572131097,3702.606046769885,797
2013-02-01,3118.6776123560467,2066.150215059659,4166.693428595721,797
2013-02-02,3050.4844693856335,2082.2179798778598,4100.531460388802,797
2013-02-04,3698.191297965047,2612.0522233562724,4855.095827835452,797
2013-02-05,3068.5061007711647,2038.4303002859617,4025.2013790999054,797
2013-02-06,2939.5518470117304,1970.4147623208955,3902.5059230826387,797
2013-02-07,2748.4735591738704,1655.4097202380487,3738.171494358178,797
2013-02-08,3185.441500526586,2193.224747612102,4193.710566668564,797
2013-02-09,3114.813955351302,2119.194366869913,4161.473926146281,797
2013-02-11,3752.2963650954866,2702.5497688595133,4723.009037669973,797
2013-02-12,3115.265787373187,2164.639844754127,4082.985144473007,797
2013-02-13,2977.8401645145755,1953.4486251020821,4053.9869758132286,797
2013-02-14,2777.477946101078,1681.0561416606815,3804.9340969929726,797
2013-02-15,3204.6877060626734,2190.774028105797,4173.158987663373,797
