ds,yhat,yhat_lower,yhat_upper,Store
2013-01-02,5544.813077594432,4073.9760922365554,6983.745674738104,436
2013-01-03,5495.260837413272,4023.8561407839265,6909.1657351596195,436
2013-01-04,5793.806390568403,4404.304927771172,7434.352775066294,436
2013-01-05,3772.4924661694636,2292.7870798055037,5321.350214800955,436
2013-01-07,6617.52448644789,5204.026495460459,8195.345862168722,436
2013-01-08,5400.7565928715085,4018.273336701019,6825.448401670189,436
2013-01-09,4983.1689769807335,3561.914839121635,6486.558179013825,436
2013-01-10,4986.039824286494,3440.554846191534,6453.12661867785,436
2013-01-11,5339.890704680966,3856.441573436121,6766.330251548658,436
2013-01-12,3375.710639323597,1904.0662154024787,5006.496812420569,436
2013-01-14,6336.409530820991,4857.544414682997,7815.858179822177,436
2013-01-15,5176.255821561659,3496.1740408053424,6594.298474889669,436
2013-01-16,4813.308462975371,3381.5605268741792,6344.97477887324,436
2013-01-17,4868.085406999032,3348.0775629284713,6328.0238328357955,436
2013-01-18,5270.450108674983,3797.633973854238,6734.326307219137,436
2013-01-19,3350.843461298673,1845.7684386550955,4904.78255101661,436
2013-01-21,6387.25107092087,4860.894887556122,7869.523350827869,436
2013-01-22,5257.714280524758,3721.48205915216,6732.138881136932,436
2013-01-23,4920.401526602568,3401.1478487746845,6418.856143329783,436
2013-01-24,4995.845511439835,3535.1108154412987,6485.065496614025,436
2013-01-25,5414.020759237035,3934.6567531487444,7007.589435004665,436
2013-01-26,3505.5651364741934,2018.6027171868652,5070.460662021703,436
2013-01-28,6551.441701755094,5105.028302028979,8163.864197084425,436
2013-01-29,5420.935351866966,4067.3739005920897,6880.459617055207,436
2013-01-30,5079.391628036824,3667.886780001352,6551.56769326456,436
2013-01-31,5147.77886915376,3665.107912055998,6580.773443551127,436
2013-02-01,5556.515686677015,4125.856430449058,6982.1003366826835,436
2013-02-02,3636.680816898236,2083.9453208154714,5105.230342064856,436
2013-02-04,6655.662763216898,5157.0976896693155,8102.4367673755,436
2013-02-05,5510.420439333566,4105.0610389982,6955.744653107507,436
2013-02-06,5153.745868806736,3719.8734933430096,6534.394378832759,436
2013-02-07,5206.907506975241,3662.663990058077,6670.018541176857,436
2013-02-08,5600.582880481396,4128.750941686041,7029.2783336838875,436
2013-02-09,3666.068116928595,2250.4182172937603,5180.889334501165,436
2013-02-11,6657.505578334414,5160.0359723431275,8110.336295879755,436
2013-02-12,5499.643403636448,3975.7415352848566,7019.858195138209,436
2013-02-13,5131.228317652058,3646.267664747105,6476.001151367325,436
2013-02-14,5173.580509317388,3694.6716146776635,6627.678799866099,436
2013-02-15,5557.410539362729,3990.936743569492,7064.070859208805,436
2013-02-16,3614.03442999272,2118.361396315434,5088.600635132446,436
2013-02-18,6590.746590348844,5148.051483035673,8050.029500151356,436
2013-02-19,5427.039945640771,3838.8379102650883,6902.142293046393,436
2013-02-20,5053.810812974957,3672.9048980848343,6479.8275039711625,436
2013-02-21,5092.40102243924,3624.2654313887583,6475.659518807102,436
2013-02-22,5473.550751584125,4016.4601168947356,6997.587156514108,436
2013-02-23,3528.6136701663136,1992.5893595777998,4975.610820138141,436
2013-02-25,6505.745180621387,5057.595369185968,8065.62585072857,436
2013-02-26,5344.119572860835,3808.681979262467,6884.665023400357,436
2013-02-27,4974.285322811799,3510.1603331174883,6467.109727621129,436
2013-02-28,5017.626932680549,3611.833091961962,6622.48280957046,436
2013-03-01,5404.9159035837965,3988.3901807520897,6862.558028056687,436
2013-03-02,3467.5209034654035,2011.3021769592542,4869.394742096558,436
2013-03-04,6463.894593665742,4995.482087631711,7962.380693961886,436
2013-03-05,5313.875640901752,3869.5655423526623,6763.13574071714,436
2013-03-06,4956.85698896742,3477.612628760204,6456.050948572012,436
2013-03-07,5014.094090527026,3557.9707978920965,6431.538317835325,436
2013-03-08,5416.1937110453255,3852.548752170875,6901.924188695512,436
2013-03-09,3494.3245077395995,2007.8132999918632,4959.513466299366,436
2013-03-11,6522.930939590652,5121.480378730003,7982.702712899843,436
2013-03-12,5389.065593233926,4023.6784225621363,6753.396608296939,436
2013-03-13,5047.81942160515,3524.7886519630915,6428.65593432374,436
2013-03-14,5120.125544760788,3617.04475662685,6604.202070600747,436
2013-03-15,5536.2634722381845,4091.945378138482,7073.549166681725,436
2013-03-16,3627.0784039348046,2114.9573003222904,5147.5796130831095,436
2013-03-18,6675.771223945124,5138.955229821379,8195.276441823687,436
2013-03-19,5548.763817028856,4112.251978437295,7053.414840020241,436
2013-03-20,5211.950988742072,3756.385629200923,6672.708321623664,436
2013-03-21,5286.098986847663,3844.2881344024854,6722.472923674518,436
2013-03-22,5701.376374636338,4262.083153298714,7109.355870768883,436
2013-03-23,3788.579162584787,2224.5255029545733,5237.2452770375,436
2013-03-25,6821.9288572616115,5297.763919209426,8150.027224270458,436
2013-03-26,5683.4305215765535,4173.624195096012,7139.725634690902,436
2013-03-27,5332.854533883112,3954.625794217448,6660.164840556976,436
