ds,yhat,yhat_lower,yhat_upper,Store
2013-01-02,5940.83264808013,4660.116614757912,7132.793701714912,816
2013-01-03,6069.906166918347,4725.570176763493,7489.521979450915,816
2013-01-04,6234.838033571864,4831.074684848311,7526.80543575117,816
2013-01-05,4893.524186767552,3512.036975793633,6151.726893618976,816
2013-01-07,6685.172384704361,5302.863835489831,8013.300379753534,816
2013-01-08,6065.4475478799895,4816.677997778329,7329.560099513105,816
2013-01-09,5464.560164938832,4162.03530573694,6839.907643130396,816
2013-01-10,5639.66692788175,4383.98672881482,6993.890633785403,816
2013-01-11,5851.4644609904835,4552.44480099529,7111.937291768233,816
2013-01-12,4557.034668737982,3195.3979663851837,5975.167390965422,816
2013-01-14,6439.606841010496,5078.145793929534,7935.969491795444,816
2013-01-15,5862.687089783558,4533.30747187916,7192.471986553031,816
2013-01-16,5302.170492253571,3962.055963660194,6673.9748912549985,816
2013-01-17,5514.843695083659,4139.373511817499,6883.966860910486,816
2013-01-18,5761.136241956871,4393.776403024396,7091.660464323363,816
2013-01-19,4497.963337058347,3086.779713748789,5917.200980208685,816
2013-01-21,6433.135223450803,5122.733567386251,7750.504112718608,816
2013-01-22,5877.666318981593,4606.583937045005,7394.234953511658,816
2013-01-23,5335.55687800202,4053.0042981838483,6636.3843069587265,816
2013-01-24,5563.804357450595,4109.641816197745,7034.553484340041,816
2013-01-25,5823.088254669043,4369.8306164076475,7204.90498954615,816
2013-01-26,4570.599105611539,3242.7618756250076,5853.280577658037,816
2013-01-28,6521.363647183493,5269.930863296806,7890.79704260226,816
2013-01-29,5971.363687199748,4626.21996755937,7300.38490865175,816
2013-01-30,5433.513874165677,4135.066810291624,6725.940864345628,816
2013-01-31,5665.031596763872,4342.761762393257,7070.3262394049025,816
2013-02-01,5926.778827933398,4550.764944857272,7328.188232034187,816
2013-02-02,4676.086915017974,3399.585920908906,6184.590837116466,816
2013-02-04,6628.7928337425055,5273.271971637549,7958.9710889256885,816
2013-02-05,6079.003339804836,4800.387188842021,7463.680047914458,816
2013-02-06,5540.837122360019,4294.407534779084,6887.1428010028185,816
2013-02-07,5771.456407567714,4446.1005724895285,7092.3264036854625,816
2013-02-08,6031.644458228232,4704.818397167654,7397.775447710542,816
2013-02-09,4778.638784090478,3379.3717763468567,6076.438323031348,816
2013-02-11,6724.057382220785,5398.445494452953,8060.437390981634,816
2013-02-12,6169.114032076428,4800.548153868917,7452.7068928365,816
2013-02-13,5624.696855966229,4307.592342285936,6957.728190857399,816
2013-02-14,5847.935071517398,4428.222598172396,7117.160909097332,816
2013-02-15,6099.614987678286,4744.139754869883,7474.789667821834,816
2013-02-16,4837.018409169418,3497.0770465630203,6199.521472332676,816
2013-02-18,6760.409154058667,5366.824511573175,8169.517729939008,816
2013-02-19,6193.34518245031,4836.470140930731,7447.958813149645,816
2013-02-20,5636.35433628735,4366.037644624811,6924.2551307211215,816
2013-02-21,5846.829090353754,4515.364751396076,7168.346003173875,816
2013-02-22,6085.8515595826575,4738.385728992696,7352.808789138625,816
2013-02-23,4811.023924718265,3428.723923122297,6249.397255360969,816
2013-02-25,6712.578672087159,5455.891697148132,7992.663640203193,816
2013-02-26,6136.583761677145,4806.387200536655,7516.496040247158,816
2013-02-27,5572.413567846784,4251.1264040205515,6944.670410090099,816
2013-02-28,5777.746572162364,4421.271571764199,7136.151897387275,816
2013-03-01,6013.910198969863,4690.732409518445,7422.182413546449,816
2013-03-02,4738.70104097633,3376.356917598215,6180.141930685354,816
2013-03-04,6647.395737527905,5234.679567056637,8034.482108757106,816
2013-03-05,6078.984330364439,4712.481537276315,7315.443370116829,816
2013-03-06,5524.990223824287,4146.547316585791,6875.785533299169,816
2013-03-07,5742.933543627642,4416.030641011148,7034.974540508653,816
2013-03-08,5993.907719022469,4727.455803031055,7307.331971642736,816
2013-03-09,4735.403532019787,3374.510791729025,5979.774224288507,816
2013-03-11,6681.64858510102,5262.311005098583,8012.948054279743,816
2013-03-12,6133.178716189633,4771.139940796025,7559.0254322883875,816
2013-03-13,5599.2356047769135,4300.036298906054,6991.505696676113,816
2013-03-14,5836.80890689725,4573.737595653799,7096.602260710104,816
2013-03-15,6106.455492091269,4653.485119074578,7525.41002737673,816
2013-03-16,4865.138768427467,3510.799540125065,6267.017722242177,816
2013-03-18,6839.33245559983,5497.526397041314,8212.50082447103,816
2013-03-19,6300.751455232808,4994.153918295665,7662.493382653709,816
2013-03-20,5773.494926965531,4331.6383529098375,7128.252057840795,816
2013-03-21,6014.288522302261,4641.951879461932,7383.389142858891,816
2013-03-22,6283.512625422707,4858.798051682645,7583.783898240627,816
2013-03-23,5038.048570414153,3689.015714193269,6342.007657450176,816
2013-03-25,6992.9396149084505,5615.640968491736,8302.407783731374,816
2013-03-26,6439.535537341519,5051.922056072247,7763.721960710233,816
2013-03-27,5894.389817476286,4651.615962213829,7215.422153713168,816
2013-03-28,6114.625294408317,4715.057166356505,7349.182403444862,816
2013-03-30,5091.226573154921,3729.743803047722,6441.126940540958,816
2013-04-02,6415.641594468861,5095.506272767748,7765.249536564327,816
2013-04-03,5845.652413893949,4461.333451801069,7173.226875238714,816
2013-04-04,6042.525556722159,4745.674928916117,7272.718846014776,816
2013-04-05,6267.7082643376925,4992.462133436872,7637.469681617203,816
2013-04-06,4979.16188380501,3638.6155120308044,6332.356815405117,816
2013-04-08,6854.973121928922,5484.027223151051,8254.002695843988,816
2013-04-09,6267.531479718161,4922.159748946654,7629.217230618004,816
2013-04-10,5693.171866262147,4311.881417762813,7047.887267419612,816
2013-04-11,5889.732975850263,4509.920544769736,7208.208646327833,816
2013-04-12,6118.639760245309,4769.291716458201,7540.9008337155265,816
2013-04-13,4837.720905870413,3526.9840130525686,6157.386617453269,816
2013-04-15,6739.438996494613,5391.359736844255,8068.566324122849,816
2013-04-16,6169.506157273597,4768.665044616906,7411.892861087702,816
2013-04-17,5615.039480302799,4244.623269372007,6887.969797819118,816
2013-04-18,5833.3043786434555,4458.203151474013,7072.366824669158,816
2013-04-19,6085.104917485884,4791.882670890832,7330.148642839284,816
2013-04-20,4827.619166333199,3439.1811431266406,6214.433843028354,816
2013-04-22,6775.183443527519,5486.9483944525555,8099.192475318451,816
2013-04-23,6226.384051378124,4806.680140985285,7591.257043952971,816
2013-04-24,5691.06796198705,4282.911917220226,7042.920628990428,816
2013-04-25,5925.981651356083,4495.703942165652,7201.252009359575,816
2013-04-26,6191.4873015389685,4895.898165943066,7549.426827945507,816
2013-04-27,4944.410845878949,3559.2864764763262,6349.744996071927,816
2013-04-29,6902.003545319707,5553.073083230451,8304.90005958453,816
2013-04-30,6352.642683860007,5070.283095961806,7785.005284291329,816
2013-05-02,6040.343361835027,4638.322797828961,7427.326798307969,816
2013-05-03,6294.983950160876,4986.085232519963,7627.224479889049,816
2013-05-04,5034.2389201828655,3767.1119943444464,6390.550324721866,816
2013-05-06,6957.987055427926,5622.909877274336,8326.425011320736,816
2013-05-07,6389.549659778323,5101.674504069022,7669.678155513696,816
2013-05-08,5830.303267478781,4586.799657000428,7201.759522999851,816
2013-05-10,6273.282966266528,4890.692695523103,7537.337301870629,816
