ds,yhat,yhat_lower,yhat_upper,Store
2013-01-02,7057.245507075495,4933.971681882899,9227.393912267411,976
2013-01-03,6753.747899183933,4584.190211212433,8982.432106632568,976
2013-01-04,6961.508262649087,4791.276016603804,9055.65910950554,976
2013-01-05,4071.489001193739,1994.4933017467586,6086.362370629106,976
2013-01-07,8313.433998753826,6220.8952070592595,10413.354242449448,976
2013-01-08,6814.889535274973,4807.922808989835,8761.10855806786,976
2013-01-09,6353.906073442255,4330.6157780959475,8358.422846617046,976
2013-01-10,6127.487123248705,4183.31504451869,8170.1299016159,976
2013-01-11,6416.837699244077,4464.559832059306,8612.900422689381,976
2013-01-12,3611.3418410193563,1532.785672733545,5801.48143437614,976
2013-01-14,8024.911012593936,5913.226060463251,10103.563273088961,976
2013-01-15,6610.494950075093,4476.195645832709,8818.392100987225,976
2013-01-16,6230.68458193057,4266.286345559439,8289.550104643615,976
2013-01-17,6081.256992526411,4073.083022080205,8119.565197834072,976
2013-01-18,6442.33352123437,4294.902930095737,8487.913971232194,976
2013-01-19,3702.3726916814558,1637.874773178985,5734.577028531319,976
2013-01-21,8225.590143404334,5949.302623793849,10340.58041767835,976
2013-01-22,6854.3052080751695,4819.987021741997,8855.447660280057,976
2013-01-23,6509.471387776916,4358.497775315351,8616.24246359552,976
2013-01-24,6386.811339615268,4222.20589448842,8588.294694748804,976
2013-01-25,6766.553500949548,4720.451848815084,8751.724975904877,976
2013-01-26,4037.41251729557,1956.288906663389,6182.116278959291,976
2013-01-28,8560.408616982912,6458.034624325667,10647.511554014665,976
2013-01-29,7179.192931260905,5092.982313473723,9423.894772923513,976
2013-01-30,6818.764582965716,4718.450231326224,8926.48006683591,976
2013-01-31,6675.585049532324,4624.005771262753,8871.333442257812,976
2013-02-01,7030.658531913879,4895.510059270771,9015.403981982947,976
2013-02-02,4273.492749167388,2127.863027312459,6347.596895352401,976
2013-02-04,8733.52014357444,6741.626393345363,10754.327365748242,976
2013-02-05,7318.87456114109,5207.878840812194,9323.657351552742,976
2013-02-06,6924.660133971237,4838.083110438421,9173.655095640777,976
2013-02-07,6747.975497185079,4665.068068010555,8697.381119240614,976
2013-02-08,7070.396929010633,4919.548948871173,9033.767880117597,976
2013-02-09,4281.933454760316,2191.888416075926,6301.080956163593,976
2013-02-11,8685.062698386608,6739.9184375529785,10656.926794500625,976
2013-02-12,7245.447515549675,5228.5232177686685,9250.90736417019,976
2013-02-13,6828.883846671261,4854.567068244773,8943.763735600045,976
2013-02-14,6632.612202958927,4545.668574605053,8809.953461195146,976
2013-02-15,6938.2907468981875,4800.949319707265,9041.21894267606,976
2013-02-16,4135.957346457839,2071.096760137188,6259.626272271804,976
2013-02-18,8519.861432056261,6417.862697552781,10685.938196072526,976
2013-02-19,7074.752589478405,5025.344734858844,9065.234434483913,976
2013-02-20,6655.30657471305,4466.1202166342955,8666.431753189932,976
2013-02-21,6458.641690797214,4365.271415460192,8613.879303328993,976
2013-02-22,6766.284245385943,4577.781529472129,8788.98483490846,976
2013-02-23,3968.13557897555,1893.4913028401616,6103.876880772627,976
2013-02-25,8366.523775962776,6257.992833893233,10412.077815065006,976
2013-02-26,6931.446679092168,4808.837180412268,8994.751910358982,976
2013-02-27,6523.719717525786,4462.368236652115,8614.036598557046,976
2013-02-28,6340.335781337398,4301.8167389676955,8460.676932708728,976
2013-03-01,6662.697220934473,4573.162464398571,8582.942384311355,976
2013-03-02,3880.580594839154,1602.7414515251414,5898.607771895167,976
2013-03-04,8314.45211656237,6169.208140345525,10459.413947794854,976
2013-03-05,6898.54644449206,4837.587504045513,9007.240364894054,976
2013-03-06,6510.738363683515,4385.660466928712,8648.716705464956,976
2013-03-07,6347.848211398872,4258.347739595847,8431.85351715748,976
2013-03-08,6691.0888594921635,4650.562105322806,8772.618150672699,976
2013-03-09,3930.029454387971,1716.950566191102,5844.358530950197,976
